Dealership_Name,Location,Total_Cars_Sold,Total_Revenue
Rossi David SARL,Saint Stéphanie-les-Bains,577,9405291.62
Clerc,Brunet,3745,3029603.76
Lamy,Saint Agnès-la-Forêt,1442,24102412.18
Fournier,Bailly,4986,19256829.85
Ramos,Gay-sur-Clerc,4129,17511297.52
Coste,Sainte Victor-la-Forêt,1988,47651449.1
Andre,Hameldan,2904,44531039.0
Cousin,Arnaud-sur-Andre,1963,28664102.28
Arnaud,Valettenec,2862,11247813.95
De Sousa Bonneau et Fils,Peltier,2243,20721546.68
Philippe S.A.S.,Duhamel,3372,23246084.98
Bruneau Besnard et Fils,Lombard-sur-Mer,2062,45370264.42
Joseph,Petit,4407,10440280.94
Gimenez,Faivre,1126,20422488.78
Teixeira Bonnin S.A.R.L.,Saint Thomasboeuf,3701,1632557.33
Pascal S.A.S.,Alvesboeuf,4390,25052120.5
Ferrand,Bailly,4105,23114609.62
Goncalves,Ferreira,4979,10204632.58
Charrier,Saint Victoire,1406,23906965.23
Gauthier,Lainenec,743,47595789.73
Sanchez,Guillou,1275,36901486.26
Godard,Barthelemy-la-Forêt,4105,25358279.11
Leblanc,Duval-sur-Techer,2756,36962119.32
Sanchez Petitjean S.A.R.L.,Roussel-la-Forêt,4690,44540755.96
Laurent,Faure,1363,9392377.36
Grondin,Sainte SusanneBourg,1760,15156631.18
Pereira,Sainte Clémence,1018,23079676.73
Schmitt S.A.,Giraud,4863,32537577.18
Lucas Fernandes et Fils,Legrand,302,32500996.35
Gallet S.A.,SamsonVille,788,20968462.02
Marchal S.A.,Michel,252,5830761.54
Laporte Grenier S.A.,Baron-sur-Coste,1502,9151257.58
Pascal S.A.,Saint Augustinnec,2440,35390861.19
Millet et Fils,Lacombe,4298,3593869.48
Blot,Saint Marie,1553,14850429.61
Marchand S.A.S.,Leclercq,2978,15674232.29
Peltier,Sauvage,3336,4276273.85
Lebreton S.A.R.L.,SeguinBourg,2246,39316890.77
Weber Carpentier SA,Delmas,3184,40865302.29
Caron Clerc SARL,Poulain,2491,10745876.23
Bourdon et Fils,Vaillant,555,46947668.14
Lacroix,Colin-sur-Lemonnier,382,24310023.29
Samson Lemaire S.A.R.L.,Philippe,520,37269236.61
Pereira S.A.,Jourdan-sur-Mer,4780,14239593.96
Guyot,Antoine,3994,30156097.37
Blot Perrier S.A.S.,RoyBourg,1653,41731711.01
Ollivier Ledoux S.A.R.L.,Masson,1441,31279427.34
Valentin,Saint Théodore,727,9691023.49
Lacroix,Pasquierdan,4801,5316262.7
Fleury,Bouchet,561,36014030.18
Carre et Fils,Morel,4097,18901480.8
Charrier Bruneau SARL,Nicolas-sur-Blanchard,3235,38337294.48
Schmitt,Bouvetdan,436,32928647.15
Pichon,Saint Alexandrie,2739,20262321.2
Boucher,Lévêque,4718,47784891.37
Collin SARL,Guillou,1018,2774903.95
Fontaine S.A.,ChevalierBourg,3487,49899042.07
Clément,Lecoq,4876,26235153.14
Mahe,Peltier-sur-Mer,1581,26246867.59
Poirier Jean S.A.S.,Hoarau,2270,8321228.52
Bernard Bousquet et Fils,Sainte Jacqueline,1963,27727069.24
Fernandez S.A.,Saint Suzanne-la-Forêt,1605,10025620.98
Gérard,Fischer,1869,44159783.31
Berger,Garniernec,3960,46382916.41
Barbe SARL,RossiBourg,768,19059625.59
Lemaire S.A.,Sainte Théodore,1772,19357595.21
Schmitt Giraud S.A.R.L.,Grégoirenec,677,41108788.13
Pires Martins SARL,Hebertboeuf,4684,10619638.37
Jacob Roussel S.A.S.,Pineau-sur-Étienne,1929,37287009.32
Bouvier Masson SA,Saint Jeannine,3433,2684007.74
Henry,Lopezdan,943,3666123.35
Morvan,Sainte Adélaïde,2436,21659893.35
Hoarau Benard S.A.R.L.,Sainte Élise-la-Forêt,410,40413527.68
Jacques Julien SA,Gaillard,2842,35313275.26
Giraud et Fils,Saint Jacqueline,691,23812603.48
Pierre,Guillou-les-Bains,2815,37637693.88
Bailly,Pons,4577,11679364.78
Étienne Torres et Fils,Boyer-sur-Bousquet,327,11024539.73
Rossi,Devaux,3286,23554950.39
Antoine,Bouvier-sur-Rolland,1790,3454516.56
Buisson S.A.S.,Noël,217,11935063.35
Lecoq,Sainte Lucasnec,1626,32172415.52
Bonneau,Lesage-sur-Moulin,3114,47262239.46
Hernandez,Denis,560,16616954.25
Masson et Fils,BoulangerBourg,1710,6687300.31
Bousquet,Toussaint-sur-Mer,4852,40248685.8
Letellier,Dufour,3400,43087660.06
Mallet,Boyer,4105,38221637.94
Hoareau,Delmas,4224,41742652.24
Hamel Charles SA,Lejeune,797,11070313.85
Seguin,Martinez,165,27181929.25
Faivre SA,Perrier,1345,43693167.46
Petit Guillot S.A.R.L.,Saint Laure,1646,40319057.53
Morvan,Joubert-la-Forêt,2071,1343514.55
Weber,Aubry,4634,20505980.6
Baudry S.A.R.L.,Jacquotnec,3962,16938781.14
Da Silva S.A.R.L.,Saint Roland,1422,18139263.88
Lévy,Benard-sur-Potier,3145,1994552.05
Charrier Evrard SA,MauryVille,2799,11223002.34
Brun,Pons-les-Bains,4769,41789158.19
Roche,Marion-sur-Duhamel,143,49167748.66
Rivière S.A.S.,Aubrydan,3467,15960837.72
Moreau,Saint Julie,1364,35488448.04
Peltier S.A.S.,Saint Guillaume-la-Forêt,3426,41350049.97
Leduc,Schmitt,3351,46122438.78
Pereira Delmas S.A.R.L.,Georgesboeuf,4855,20297834.9
Wagner,DelannoyVille,115,25639777.98
Barbe,Blin-sur-Besnard,1542,48080882.33
Lemonnier,ColasVille,504,29236733.86
Evrard,Sainte Hortenseboeuf,2267,42510362.29
Noël Hoarau SARL,Joubert,371,43694764.72
Guillet Jacquet et Fils,Delmas-les-Bains,1477,6408011.5
Humbert Perrot S.A.S.,Lemaître,4768,31810062.39
Courtois S.A.R.L.,Saint Zoé-la-Forêt,1874,28379336.93
Hardy S.A.S.,Tanguy,4334,29800703.53
Moulin,Gillet,4322,5778916.16
Dubois SARL,Perret-sur-Mer,4834,4367715.88
Chartier S.A.R.L.,Delahaye-sur-Peltier,2170,21374096.63
Fernandes,Saint Nathalie-les-Bains,2202,6248270.01
Jacquot S.A.S.,Schneider,2199,41169226.82
Laporte S.A.S.,Sainte Arnaude,4073,39902376.95
Humbert Peron et Fils,TeixeiraBourg,821,15728854.28
Hebert,Auger,458,17481846.07
Rousset Perrin SA,LeleuVille,2940,44794796.99
Collin et Fils,Fabredan,3575,25063725.54
Jacques,Paris,5000,21818938.78
Guillet Launay et Fils,Lejeune,2805,47329868.47
Hernandez,Neveu,4759,3535722.54
Reynaud SA,Delannoy,2268,42827452.0
Rivière,Jacquet-sur-Martinez,213,25792311.64
Bourdon Pruvost SARL,ArnaudBourg,4567,20421460.61
Marty Payet SARL,Saint Raymond,1705,10501478.4
Imbert S.A.R.L.,Petit,2056,5269572.53
Baron,Lebrunnec,1764,39568664.7
Normand Normand S.A.,Lévynec,4515,38081660.54
Menard,Saint Alix,2492,46279878.2
Guillot,Payetboeuf,4231,35700195.68
Delahaye,Lévy,450,12792233.37
Maury,Benard,4232,20481914.79
Fournier Mercier SARL,Louis,2303,7442112.73
Huet Neveu SARL,Barre,1671,14256780.16
Deschamps et Fils,Lecoqdan,3657,3968072.97
Peron,Ledoux,1272,43220039.86
Texier,Buisson,4343,22400073.93
Lenoir S.A.S.,Duhamel,1185,22700225.36
Lemaire,Sainte Robertnec,567,22490776.06
Launay,Gilbert,3549,28528684.94
Rousset et Fils,Renault,921,20047577.5
Imbert Bertin S.A.,Lesage,4392,39150932.1
Auger SARL,Morvan,592,30424773.49
Boyer,Lacroix,1212,30234294.02
Diallo,Saint CélinaVille,401,31742010.17
Da Silva S.A.R.L.,Boulangernec,2672,16946653.53
Aubert,Étienne,1852,27930398.05
Dupré,Sainte Gilbert-sur-Mer,3863,15892840.77
Besnard,Merleboeuf,1756,2641058.67
Perez,Robert,118,9162829.67
Boucher Fischer et Fils,TorresBourg,4139,20712052.22
Simon SA,Rivière,1417,33098618.67
Pichon Guyot S.A.,Toussaintnec,1917,2873952.44
Fernandes Jacquot S.A.,Mahe,2231,23381518.81
Jacob,Henry,4309,26783573.61
Bernier,Sauvage,4862,1560523.22
Gallet,Sainte Benjamin,4552,40075641.3
Hervé SARL,Weiss,4450,4423518.44
Vallée Charrier S.A.S.,Weiss,3047,28003984.39
Da Costa Georges et Fils,Sainte Louisenec,601,20154790.25
Bouchet S.A.R.L.,Didier,1263,24811788.11
Pires Didier S.A.,Maréchal,1813,36100592.18
Robin Bouvier et Fils,Barbier,4364,22312642.71
Maillot S.A.R.L.,Saint Antoine,547,14583458.64
Payet Pruvost SA,Allardboeuf,3005,26652935.76
Costa et Fils,Lelièvre-sur-Hoareau,4879,11649010.5
Costa François S.A.R.L.,Barbe,1983,9308921.15
Ledoux Schneider SA,MauryVille,112,22133882.58
Rolland,Menardboeuf,4551,6017542.79
Guyon,Delorme,507,20799225.78
Duhamel Daniel et Fils,Boulay,4989,41057084.28
Pinto SA,Thibault-la-Forêt,4407,35734640.86
Charpentier,Leclercqdan,1843,24788165.91
Benoit,Royerdan,937,49390410.12
Riou,Laporte-sur-Chevallier,2814,41013886.08
Lesage Jacob S.A.S.,BigotBourg,168,31584043.04
Maréchal,Collin,843,22525004.91
Dubois et Fils,DelattreVille,2415,27219941.01
Gomez Techer SA,Lacroix-sur-Muller,3253,4825186.37
Brunet S.A.,Pinto,457,44614949.2
Lefèvre Diallo S.A.S.,Saint Louise,1694,41108379.54
Dupuy,Allain,3120,45758865.99
Marty,Masson,3856,11274546.21
Gilles,Sainte Madeleineboeuf,3368,45912881.34
Chartier,Maryboeuf,3698,30332789.07
Henry SA,Sainte Agnèsnec,4076,19467655.8
Fleury,Sainte Olivie-les-Bains,4671,9777686.08
Mercier,Salmon,1323,14225271.74
Collet,Meyer,3445,49948378.83
Maury,BousquetBourg,4957,14202470.61
Vincent,Hoareau,149,25512686.35
Monnier Fouquet et Fils,Barbier,4246,2702973.67
Vaillant,Carrenec,1058,31216199.03
Boucher,Texier-la-Forêt,3659,38139319.99
Devaux,Bigot,1345,23458243.71
Lambert,Ferreiranec,1276,19357668.73
Hebert Didier S.A.,Hernandez-la-Forêt,715,1882423.59
Launay,Sainte Denisboeuf,1421,48268437.02
Rossi,Maillet-sur-Ramos,2075,19287387.81
Germain S.A.S.,Dumont,2048,11997472.55
Moreno,Foucher-la-Forêt,2813,27134571.54
Buisson,Saint SabineBourg,4165,3414607.28
Charles,Georges,1670,42874260.61
Fournier SARL,Neveu-la-Forêt,2689,34911651.53
Guillet Sauvage S.A.R.L.,Bousquet,3790,44225377.71
Pons Traore SARL,Da Costa-la-Forêt,3565,8137382.4
Rey Chrétien S.A.S.,Lamy-les-Bains,4268,36048232.41
Antoine S.A.R.L.,Hubert-la-Forêt,2965,36303961.34
Letellier SA,Navarro,2390,3313927.98
Bousquet SARL,Jourdan-sur-Blanchet,224,14956897.09
Paris,Martineau-sur-Cousin,362,25572163.03
Pinto Marion S.A.S.,Lebrunboeuf,2218,1237512.83
Julien Fernandez SARL,Sainte Marie,545,12546844.11
Guillaume Hubert S.A.R.L.,Mace,4185,21734987.37
Richard SA,Lopez-sur-Dupré,1601,28175711.57
Jacquet Hernandez et Fils,Raynaud-sur-Mer,3028,37856512.23
Valette,Alvesnec,2468,22067287.22
Antoine,Georgesnec,510,27872729.96
Evrard et Fils,Traore,4168,30825405.98
Guillot Gimenez S.A.R.L.,Blot,429,32011997.14
Descamps SA,Legros-sur-Hoarau,4709,25973237.58
Lemonnier SA,Lecoq,1461,7986785.48
Arnaud Couturier SA,Pinto,1048,14023708.3
Diaz,Louis-les-Bains,3626,20665693.06
Laurent Thibault S.A.,Berniernec,545,27031051.0
Lebreton,Milletnec,1600,21905991.03
Bonnin,Saint Odettedan,3985,2910650.5
Bouvier,Chrétien,4837,21680463.53
Goncalves SARL,Sanchez,4557,13793658.73
Tanguy,Masson-sur-Bouchet,3576,9319843.03
Imbert Mercier SA,Berthelot,2459,3679478.17
Duval SA,Sainte Édouard,1219,10402062.56
Bruneau,Lecomte,741,6356664.61
Carlier Pereira et Fils,Costa-les-Bains,1841,44139602.07
Caron,Lamy-sur-Lebreton,1331,28485678.21
Bazin,Parent,3526,34384129.78
Le Goff,Sainte PénélopeBourg,443,1959132.06
Perez,Saint Philippe,4816,27786458.4
Leclercq,Bourdon,3624,7384535.64
Rolland Maréchal S.A.,Chauveau,1865,45339434.74
Arnaud,Sainte Jeandan,703,35288146.92
Thomas Munoz S.A.S.,Boulaydan,3243,7296362.45
Ferreira,Charlesnec,742,14391469.68
Fournier De Oliveira SARL,Camus-les-Bains,2835,6171712.31
Bigot Pages SARL,Petit,4349,1095632.11
Rey,Marques,2070,36647531.17
Gauthier Marion S.A.,Le Gall-les-Bains,1340,33407581.94
Dos Santos,Lecomte-sur-Lopes,576,1140720.48
Marques,Adam,277,45086403.75
Ferreira,Petitjean,4419,22769415.32
Deschamps Leconte SARL,Joubert,4884,42152006.1
Leclerc,Pottier,434,16322446.41
Maury,Jean,1884,44958626.2
Rocher,Boulangerboeuf,4413,25463054.02
Colin Moreno SA,Sainte Annedan,557,41307419.34
Hamel,FaivreVille,2767,30381450.97
Camus,Aubry,1945,17972880.99
Wagner,Sainte Suzanne,2648,31977229.69
Ferreira Langlois SARL,Bazin,3676,5766327.01
Collet,VidalVille,2614,41183831.39
Da Silva Chauveau S.A.,FontaineVille,4014,15502959.48
Michel,Étienne-les-Bains,4712,47787858.58
Henry Hernandez S.A.S.,Saint MarianneVille,1703,19889187.85
Gallet,Saint Christophe,2394,49408458.59
Hamon Lemonnier S.A.,Lecoq,4963,42720821.16
Poirier SA,Jean,4188,28667499.97
Jacques,Rocher,3933,26065261.72
Lacombe,Delaunay,3303,40409051.4
Fernandes SA,Bonnet,2174,13056053.84
Maillet,Fischer,402,23086597.93
Jean Cohen et Fils,Besnard,594,16924412.46
Arnaud,Caron,4734,22068296.42
Marion Olivier S.A.R.L.,Gimenez,215,12342029.14
Tanguy et Fils,Morin,888,25299525.39
Hernandez,Bouchet-la-Forêt,1685,47147821.11
Lopez,Sainte Camille,3395,32891201.04
Delmas S.A.,Legrand-les-Bains,4626,32968418.59
Legros,Bernier,2066,39786510.07
Benoit,Peltier-les-Bains,3797,47065217.67
Michel,Hebert,2365,34286769.97
Godard,Saint Cécile,1207,47794948.2
Techer Denis SA,Boucher,366,26433944.07
Goncalves SARL,Bernard,776,48350113.69
Garcia Alexandre SA,Sainte Mathilde,130,44047053.68
Diaz S.A.,Bertin-la-Forêt,1891,47432136.03
Perez,Sainte Isaac-sur-Mer,1086,41576216.2
Valette,Schmittdan,4304,20471140.22
Poirier S.A.R.L.,Humbert-sur-Bouvet,345,33765550.25
Maréchal,Sanchez,3986,33424432.7
Jourdan,Sainte Pauline,4315,33745609.49
Morvan,Ferreira-la-Forêt,277,9294312.76
Maréchal et Fils,Dos Santos-sur-Blanchet,766,15571791.55
Carlier,Boucher-sur-François,1117,35828250.67
Legrand Delahaye et Fils,Sainte Guy,1329,8497084.94
Gosselin SARL,Monniernec,3588,5390249.58
Perret S.A.R.L.,Morvan,3530,36119215.12
Antoine,GuilletBourg,3981,48460118.34
Bouchet SARL,Le Gall,1882,3641063.65
Lambert SA,Lagarde-la-Forêt,1315,25631969.07
Bourgeois,Saint Luceboeuf,1244,35321381.58
Renault et Fils,Meunier,1181,45247434.4
Voisin Aubert S.A.R.L.,Charpentiernec,3965,30142116.89
Schneider Delaunay SARL,Mendès,2496,25186684.72
Leconte,Costanec,881,45284185.68
Breton SARL,Saint Vincent,1838,32101962.01
Guyon Monnier SA,Lamy-les-Bains,129,49921638.66
Dumont,BriandVille,2198,13926861.91
Blin,Laine-la-Forêt,1717,21297502.75
Denis S.A.S.,Delahaye,3470,21996010.47
Raymond Morvan et Fils,Brunet-les-Bains,4798,13010182.18
Thibault,Ramos,4467,34544134.11
Thibault SA,Hervé,1178,36103798.14
Vasseur,Bruneauboeuf,2801,3733895.7
Dumont,Pruvostnec,3775,37114889.63
Aubert,Legros,3083,30630577.67
Ribeiro S.A.,Reynaud-sur-Fleury,169,22571872.86
Lemoine,Perrin,4125,11926586.84
Lemoine,Perret,1550,35269669.61
Besnard Perez S.A.R.L.,Sainte Isaac,3435,13790525.79
Ribeiro,Saint Thibault,285,30703049.78
Blanchard S.A.S.,Tessier,3848,45355702.62
Berthelot Diallo S.A.,Bouchet,3273,21730580.25
Launay,Bègue,327,43470222.71
De Oliveira,Bigot,4234,19616975.15
Bertrand,Dupré,211,17448170.59
Rousset et Fils,Briand-les-Bains,3580,28381285.01
Bonnet Pichon S.A.S.,Lebreton-les-Bains,3611,49621012.05
Berthelot SARL,Raymond,1122,9317299.76
Laine Roy SARL,RossiBourg,3120,13443859.81
Le Roux SA,Fleury,4409,46775408.88
Loiseau S.A.S.,Ferrand,3110,19837460.34
Peron S.A.,Bigot-la-Forêt,2473,4207094.98
Mace,Saint Joséphine,3160,5063263.37
Fleury,Foucher-les-Bains,3623,4531482.41
Ledoux et Fils,Rousset,3350,7107487.88
Marty SA,Dijoux,2415,11059736.15
Valette,Dupré,4661,12099050.42
Blondel Turpin SA,Richard,2053,28422349.65
Chauveau SA,Schmitt,2845,41646336.54
Guichard,Arnaud-les-Bains,1424,32791986.82
Pasquier Andre SARL,Sainte Jeanne,4982,49416929.12
Bernard,Guillou-les-Bains,1126,22246939.98
Dupont S.A.,Moulinnec,1107,29476112.31
Simon Pascal S.A.R.L.,Samson,2967,21833174.38
Morel,Costaboeuf,1309,23469098.07
Courtois Morvan S.A.,Colin,2799,21599516.07
Rossi et Fils,Sainte Céline,3936,47285323.68
Hernandez S.A.,Sainte Thibaultboeuf,3741,33192696.18
Pottier,Rocher,984,2525754.53
Fontaine Faure S.A.,Schmitt-la-Forêt,2691,25118251.95
Raymond SARL,Sanchez,4768,15090301.09
Joseph,Thibault,2672,11147165.25
Traore Rodriguez et Fils,Faivre,1651,2469581.11
Thibault Dupuy et Fils,Guilbert,3335,37513145.53
Boutin S.A.R.L.,Gomez-les-Bains,3197,31116748.84
Noël,DialloBourg,687,46820142.95
Benard Coulon et Fils,Rivière,3813,26348753.28
Sauvage Guillot S.A.,Saint Marcelle-sur-Mer,319,30380083.32
Guérin et Fils,Raymond,3319,18447874.88
Martin Bouvet SA,Girard-les-Bains,4264,16831712.78
Gallet S.A.R.L.,Nicolas,379,4445333.64
François Rivière S.A.S.,Saint Aurore,4427,36099665.53
Alexandre,Sainte Michelle,3581,5317974.99
Dijoux,Ledoux-sur-Prévost,3703,49592852.95
Hamel,PineauVille,2806,5868997.25
Chrétien,CousinVille,984,13964096.09
Voisin,Sainte Zachariedan,359,40694376.21
Besson,Guillet,4714,16406320.72
Verdier Boucher S.A.,Mary,3003,26901629.98
David Perrin SA,Bouvet-les-Bains,290,9338798.89
Hardy S.A.S.,Renard,2851,41915429.43
Marie,Saint Andrée,1198,16071011.45
Laine,Martin-sur-Seguin,4223,7572135.54
Gay S.A.S.,Hubert-sur-Mer,2112,42741005.68
De Oliveira Diaz S.A.R.L.,Delaunay,2121,42815346.08
Breton,De Oliveiraboeuf,413,29778851.05
Roussel,Hubert-sur-Guillou,2251,21285177.2
Goncalves,Pascal,2431,42022874.1
Petit,Saint AlexVille,816,44267236.45
Allain,Torres,4902,32464213.62
Blanchard S.A.,Saint Charlotte-sur-Mer,1378,8292211.64
Alexandre,BouvetVille,1259,39466515.16
Moulin Launay S.A.S.,Roche-la-Forêt,3439,7402324.84
Perrot,Saint Christiane,2219,45070750.04
Seguin,Saint Valérie,1703,34626542.79
Bonnet,Saint Rémy,2858,44965444.91
Schneider,Bruneldan,2466,21169386.21
Ollivier,Saint Jeanninedan,674,30355710.74
Imbert S.A.,Ledoux-sur-Daniel,3674,11373208.61
Martins Leclercq S.A.,Ribeiro,3475,43897847.63
Grégoire Barre et Fils,Thierry,135,40255464.23
Collin,Blinboeuf,824,1224647.57
Ramos,Sainte Monique,3900,37739982.33
Hebert,Pinto-sur-Mer,1287,46862198.93
Lesage Gautier SA,Sainte Catherine,592,24191899.85
Prévost et Fils,Blanchard,3682,33488486.14
Peltier,Larocheboeuf,311,33216726.49
Peltier,Georges-sur-Mer,3832,45479944.71
Perrot,Moreau,4314,6790704.12
Thomas,Lévêque,4265,13617015.75
Letellier SA,ChevalierVille,4054,39728327.0
Bertrand Lévy SARL,Sainte ThéodoreBourg,4249,6135231.69
Masson,Sainte Marcelle,1495,11734042.49
Ferrand Perez et Fils,Moulin-sur-Mer,2294,34271410.04
Martins Marin S.A.S.,Albert-sur-Perret,4607,42596054.05
Robin SARL,Launay,1080,23631979.51
Bonneau Toussaint S.A.R.L.,HuetVille,1555,12139603.99
Besnard,Nicolas,2120,43282116.77
Gaillard,Martinez,4521,26067942.04
Benard Laroche SA,BodinBourg,731,33380825.11
Picard Vasseur SARL,MonnierBourg,1006,3311453.19
Lévy,Saint Frédéric,2793,13212184.03
Breton,Saint Matthieu-sur-Mer,3471,22846053.84
Weiss SA,Philippe,496,11240276.23
Raymond et Fils,Sainte Arnaude,4918,28297474.9
Roussel SARL,Turpin,3994,9746996.51
Perret,Sainte Alicedan,293,25531035.54
Maillet Charles S.A.R.L.,Julienboeuf,834,39690851.04
Bouchet,Laurent-la-Forêt,4578,24070874.21
Delorme SARL,Sainte Henriettenec,923,33219011.91
Regnier S.A.R.L.,Saint Michelle,2192,5762759.83
Breton S.A.,Chartier-sur-Fontaine,4050,13137788.78
Gérard S.A.,Sainte Capucinedan,715,25966592.57
Moreno Guillet et Fils,Saint Grégoire,3043,41442788.42
Peltier,Saint Caroline,4588,23824431.76
Étienne,Sainte Anaïs,1983,33531175.4
Le Goff Parent et Fils,Lambertboeuf,1609,35107050.35
Dumont S.A.S.,Faivre,3286,22451271.42
Blondel,Sainte Françoise-la-Forêt,3910,25010262.29
Peron SA,LemoineVille,557,16627744.44
Clément Roger SARL,Lelièvre-sur-Perret,1827,34350767.13
Laporte,Da Costa-les-Bains,4195,37182723.51
Aubert S.A.,Lenoir,3044,26685057.37
Ribeiro,Launay-sur-Mer,715,1090176.64
Olivier et Fils,Sainte Lucas-sur-Mer,515,13364343.41
Chrétien S.A.R.L.,Saint Danielle,2670,16653803.74
Morel S.A.S.,Masson,400,14823211.2
Humbert Potier SARL,Robin,1642,31003860.19
Pons Nicolas S.A.R.L.,Bourgeois,2924,39667903.21
Bigot,Lopez-sur-Mer,2969,49043457.85
Lemonnier,Besnard,503,38226058.8
Garcia,Nguyen,1089,7080139.16
Perrot,Lejeune-les-Bains,4366,13796928.82
Leclercq Germain SARL,ClémentVille,1666,25092958.29
Blanc Martinez S.A.,Collin,2052,36013086.03
Blondel S.A.R.L.,Camusdan,1428,33490533.75
Boutin Vallet S.A.R.L.,Cohen-sur-Pons,2854,8060684.63
Valentin S.A.R.L.,Gilbert-sur-Dupuy,3390,10980932.08
Mahe Coulon et Fils,Chauveau,4156,38565747.73
Michel,Saint Henriette,1399,24879480.77
Nicolas,Bouvier-les-Bains,1723,43907717.35
Benard SARL,Davidboeuf,3694,14506544.71
Guérin Briand S.A.,Bonnin,1720,34612026.14
Hamon SARL,Gilles-les-Bains,4445,40169591.7
Merle S.A.S.,Rodriguez,1808,30827480.88
Vidal Riou S.A.S.,Lemaire-sur-Pelletier,3781,47264312.72
Cordier,Delahayenec,1318,38676903.96
Pruvost Maréchal S.A.S.,Pineau,4125,7587710.89
Chrétien,MullerBourg,4175,36666878.56
David,Roussel-la-Forêt,744,6912431.05
Rousset,Delahaye-sur-Mer,421,28014365.29
Hebert,DeschampsBourg,2591,29372604.43
Guibert Boutin S.A.S.,Saint David-les-Bains,3443,15814717.13
Guillaume,Alexandre-sur-Meunier,2266,44757217.52
Leclercq Bertrand SA,Saint Claude,2266,4220492.09
Reynaud,Hubert,3200,23206408.45
Michaud,Schneider,4081,36664367.86
Boucher S.A.R.L.,Marie,4375,28669807.47
Carre S.A.R.L.,Le Goff,798,24408387.04
Benard,Lefebvre-sur-Marin,2137,25142182.55
Salmon S.A.,Hernandez,2226,33572013.7
Coulon,Poirier,1327,36107731.29
Delmas,Schneider,3949,24233005.22
Berthelot,Leclerc-sur-Guillaume,4719,15402746.92
Bouvier,CollinBourg,4641,44181823.23
Germain Pasquier SARL,Saint Juliette,4380,7737534.29
Collin,Buisson-les-Bains,3634,1512490.14
Carlier Rodriguez S.A.S.,Sainte Juliette-les-Bains,2027,45612949.95
Gonzalez Martin SARL,Leclercq,4872,42728074.88
Rocher S.A.,Bonneau,260,15037819.83
Bourdon SA,Becker,2188,15671054.01
Blondel,Bègue-la-Forêt,2302,9687812.33
Hernandez,Saint Marine,1977,46529952.45
Hardy,Thierry,3295,12776695.25
Klein Dijoux SARL,Saint ChantalBourg,873,30055992.21
Pinto S.A.R.L.,Blanc,1456,13741047.52
Brunet,Lejeune,906,6204549.1
Reynaud Klein S.A.R.L.,Moreau-sur-Masse,4913,27151167.65
Delorme,Alves-sur-Martins,4877,11921001.87
De Oliveira S.A.S.,Saint Astriddan,2801,33866708.94
Guyon,Clément-sur-Tanguy,2580,24863530.92
Colin,Albertdan,560,2428101.84
Mary S.A.,Texier,3366,38740971.79
Mace SA,Antoine-la-Forêt,1423,24091525.36
Paris SA,Charrier,2910,29738061.75
Aubert,Charrier,663,33209527.02
Munoz Duval et Fils,Daniel-sur-Pasquier,2573,14865363.66
Gillet,Bonneau,4998,13960338.83
Reynaud S.A.R.L.,Philippe-les-Bains,4122,6826339.96
