Campaign_Name,Target_Location,Campaign_Type,Budget,Success_Rate
Bourdon,Dijoux,Radio,89353,0.15378822805273692
Baudry Garnier et Fils,ClémentBourg,TV,456233,0.4885215459883909
Renault,ColletVille,Social Media,241872,0.8997353078528528
Lebon SARL,Dos Santos,Billboards,435564,0.24950699395923462
Renard Carlier SA,Saint Nicolasnec,Billboards,362905,0.1702655273732302
Robert S.A.S.,Bousquet,Social Media,498091,0.12499741492672173
Brun,Saint Gillesdan,TV,427155,0.6595811940540154
Bernier SA,Mallet,Social Media,260901,0.8061424600818604
Didier,Marchandboeuf,TV,168525,0.4171970244340266
Colin,Moreau-sur-Bailly,Radio,359893,0.8197739331573047
Leconte et Fils,Saint CatherineBourg,TV,66725,0.2782474170639982
Lucas,Sainte Jeanne,Radio,381503,0.8135243399776543
Pineau,Sainte Alfred,Social Media,385600,0.5981070531031154
Lévy,Sainte Christine,TV,134104,0.5287481892519548
Renault S.A.,Marion,TV,125029,0.19663111306837103
Bazin,Guibert-sur-Mer,Billboards,93865,0.18889222725594657
Marion Pascal S.A.,Sainte Alain,Social Media,144010,0.27270285691790086
Masson,Regnier,Radio,371830,0.7761963915726166
Lemaire S.A.S.,Saint Dorothéedan,Radio,118676,0.33480959347097683
Dumas,CarlierBourg,Social Media,149722,0.7875782199157145
Royer Baudry S.A.,Bonnetboeuf,Billboards,474063,0.4332586300168626
Jacquet,Fouquetnec,TV,253337,0.6829197701447365
Baudry,Guilbert-les-Bains,Radio,118680,0.733257077631792
Renard Ledoux SA,Clément,Radio,55550,0.7887033572645019
Laroche Hamon S.A.,Bigot,TV,467127,0.3209632781271914
Nicolas,Blin,TV,440386,0.42023308505553103
Valentin Hubert S.A.S.,Leroux,Radio,27711,0.6597497006771349
Reynaud,Mahe,Radio,386569,0.6063554051395003
Lacroix S.A.S.,Pagesnec,Radio,107690,0.5069936658797117
Lambert Lemaître S.A.R.L.,Dupuy-sur-Garcia,TV,479716,0.39325069583582883
Benard Sauvage S.A.,Sainte Gilbert,Billboards,488259,0.5363329860304497
Chevallier,Joubert-les-Bains,TV,120415,0.8295193353183213
Jacob,Bigot,Billboards,125320,0.5879270091945501
Laroche,Sainte Caroline-la-Forêt,Radio,261817,0.8649353465650337
Hernandez,Saint DenisBourg,Billboards,159885,0.27930890690338234
Evrard,Hoareau-sur-Jacquet,Social Media,453833,0.8343005723938307
Meyer,Sainte Yves,Social Media,281530,0.5217364499390016
Godard,Bernard-la-Forêt,Social Media,180473,0.2663570831871012
Delahaye,Lemonnier-sur-Seguin,TV,484486,0.7147369964936998
Hardy,Moreldan,Billboards,446095,0.42334974079158605
Hebert,Bonnet-sur-Laporte,Social Media,397453,0.8055503866167487
Hernandez,Sainte SylvieBourg,Radio,191677,0.26999213536212474
Denis,Bonnet-la-Forêt,TV,335948,0.4367555994703506
Verdier S.A.,Camus-la-Forêt,Billboards,67439,0.7417143532942577
Barbe SA,Michelboeuf,Social Media,352100,0.5160427930667785
Leroy,Rivière-sur-Paris,Radio,10096,0.5077564819872648
Lefebvre S.A.R.L.,CollinVille,Billboards,484549,0.237479112358493
Le Roux Fischer S.A.R.L.,Hardy,TV,13190,0.39833638542894423
Simon,Martin,Radio,271044,0.22205024677389087
Maillard,Klein,TV,183220,0.27107353080948016
Hubert,Michel,TV,428314,0.8200144578329401
Rey Mendès S.A.R.L.,Guibert,Social Media,442971,0.18844721089268301
Traore,Alves,Radio,196291,0.26382371555508544
Voisin,BodinBourg,Radio,336949,0.3477409358058793
Guibert Tanguy SARL,Gimenez,Social Media,116221,0.4263402658746833
Nicolas,Verdier,Radio,316777,0.39803290154533577
Boulay,Thomas,Social Media,443460,0.4629802967262956
Martin,Gallet,Radio,88010,0.5955539247627825
Gros SARL,Saint Patricia,Billboards,377458,0.12334292924939066
Rivière Maury S.A.S.,Sainte Frédéric-les-Bains,Billboards,214173,0.8508368283829562
Vasseur S.A.S.,JoubertVille,Billboards,425952,0.35431465194847045
Bazin S.A.R.L.,Saint Aimée,Radio,305643,0.2221627401125229
Launay S.A.,Blin,Radio,306184,0.3668294540710386
Ledoux,Duprénec,Social Media,247158,0.6876381370205912
Foucher et Fils,Dupré-la-Forêt,Social Media,285294,0.21046372168530558
Lemaître Ollivier et Fils,Verdierboeuf,Billboards,407821,0.33666239559986855
Ruiz et Fils,Martineau,TV,15462,0.5684721742762282
Allain,Jacquet,Social Media,73507,0.17384674994028443
Lopes,Adam,Social Media,212400,0.4043927698122013
Baron,ÉtienneBourg,Social Media,345543,0.5500791894559562
Brunel,Raymond,Social Media,53089,0.5868081242945044
Alexandre,Tanguy,Billboards,86511,0.1995941470339666
Fleury SARL,Morvan,Billboards,216078,0.5804962377598444
Lebreton,Léger,Billboards,50984,0.6715936844857542
Michaud,Morvan,TV,45756,0.396182680729281
Peltier,DelormeBourg,TV,382149,0.7547794135123701
Blot SARL,Evrardboeuf,Billboards,322880,0.8685668834527903
Germain Chauvet S.A.S.,Sainte Anne,TV,173401,0.8570253119733663
Benoit et Fils,Delannoy-sur-Paris,Billboards,421293,0.6189276249714
Martineau,Saint Adrienne-la-Forêt,Billboards,433965,0.6976806496189978
Caron Lamy SARL,Albert-les-Bains,Billboards,81077,0.27598980302466647
Bertrand,Lemoine,Billboards,50481,0.7491958368603969
Bernier,Ferrand,Billboards,53067,0.41452864219275565
Delannoy Durand S.A.,Peron,Social Media,415995,0.26079655633340026
Lacombe SARL,Ferranddan,Billboards,182210,0.8087452017205299
Leduc Grégoire S.A.R.L.,Loiseau,Radio,116942,0.4847026659292627
Georges,Le Goff-sur-Martineau,Radio,14831,0.18645562346368116
Fournier,Gosselin,Billboards,397700,0.8375873088741032
Marie,Mallet,Billboards,321585,0.730537768066509
Robert,Philippe,Radio,462009,0.16223486193077347
Fournier Gilles SARL,Roussel,Radio,382042,0.5389533585941344
Courtois Bourdon SA,Saint Éricdan,TV,388465,0.48056465312193675
Launay et Fils,Saint Éric-sur-Mer,Radio,190177,0.46998643300555165
Bazin Deschamps S.A.R.L.,Bernier,Social Media,416074,0.4283350538642603
Munoz Pelletier S.A.S.,Denisboeuf,Billboards,261730,0.1491668524837466
Muller S.A.R.L.,Lefort,Social Media,460204,0.32835434077919046
Lemaître et Fils,Vincent,Social Media,460921,0.7238584237027981
Boucher S.A.R.L.,Chevallier-la-Forêt,TV,407760,0.3882074828336892
Traore SARL,Lamy,TV,494404,0.3494495518713706
Joubert S.A.S.,Coste,Billboards,352242,0.8230280777409297
Arnaud S.A.,Marie,Radio,36888,0.6535208196657373
Bertin,Aubry-les-Bains,Billboards,268018,0.32548595038690065
Ferreira S.A.S.,Ribeirodan,Social Media,382391,0.1394074561770971
Gilbert,Legranddan,TV,272450,0.23528582137495865
Morin,Peltier-sur-Rousset,Billboards,161561,0.8422555152405051
Legrand,Costenec,Billboards,233723,0.7567082935986459
Mathieu,Ollivierdan,Radio,68145,0.6184656778882859
Dupuy,Navarro,Billboards,116018,0.542318719664772
Laine,Lebon,TV,195001,0.49503189496637345
Humbert,Saint Laure,Social Media,405339,0.8935321892235736
Goncalves Lacombe S.A.,Sainte Nath-les-Bains,TV,390287,0.7851086729609124
Meunier S.A.R.L.,Gros,Social Media,303799,0.17101414042555135
Peron,Guyot,TV,42973,0.4830040091954584
Navarro,Saint HenriVille,Billboards,453855,0.7931711920598905
Albert S.A.,Rousseau,Social Media,136508,0.8654542372975675
Marin S.A.S.,Bigot-sur-Blot,Social Media,61749,0.7460418300212
Hervé,Barthelemy,Radio,431717,0.32964803219379046
Lenoir Breton SARL,Leroux-sur-Garcia,Billboards,477548,0.5069112198430669
Fouquet Garnier SARL,Caron-les-Bains,Social Media,459032,0.1128243810619833
Marchal Da Silva S.A.R.L.,Menard,Social Media,489086,0.732441517190265
Gillet Legros SA,Merle,TV,489173,0.11482097131937055
Martineau,Mendès,Social Media,493108,0.7416588518357116
Gilbert Chevallier SA,Pagesboeuf,TV,440457,0.7122201176298846
Carlier,Sainte Lucy,Billboards,43223,0.23209886898348353
Garcia,Carre,Billboards,318141,0.30879253418859487
Collet Jacquet SARL,Petitjeandan,Billboards,446481,0.8730451140099753
Martineau SARL,Allard,Social Media,427411,0.8432361080232353
Allard Chartier et Fils,Faivrenec,Billboards,62189,0.8083205788926112
Bernard SARL,Étienne,Billboards,476909,0.3453573673446747
Duhamel,Sainte Anastasieboeuf,Billboards,72113,0.37371735143456786
Lecomte S.A.R.L.,Reynaud,Social Media,473322,0.3443348492574246
Rossi,Michel,Billboards,403473,0.4450314535123764
De Sousa,Laine,Radio,478205,0.8299476877243115
Dubois S.A.S.,Meunier,Social Media,332859,0.3853601540100622
Dupuy,Pons,Radio,124001,0.7584475637847764
Daniel,Pottier,TV,158250,0.812596792079966
Maurice,Blot,Billboards,98307,0.44232657437756606
Goncalves,FerreiraBourg,Radio,233874,0.10309326713897615
Leconte et Fils,Thibault,Social Media,293060,0.5145209406992521
Petit Faivre et Fils,Lacombe-sur-Mathieu,Radio,299348,0.730828118585752
Perez SA,Ruiz,Social Media,26717,0.5972621947915538
Le Gall S.A.S.,LeconteBourg,Social Media,272714,0.2653327979299969
Thierry,Pelletier,Billboards,351254,0.3662624627431803
Vallet,Coulon,Radio,73225,0.8634080902756268
Fernandes,Davidnec,TV,357006,0.4490577762297625
Fleury,Renaud-sur-Meunier,Social Media,190834,0.8699941642679767
Collet,Saint Gérard,Social Media,44762,0.8555582906382108
Morel,Meyer,Billboards,80660,0.5087226229898187
Launay,Sainte Victor,Radio,194190,0.5714926429287032
Mahe,FabreBourg,Billboards,378553,0.33804396790486224
Andre S.A.,Morin,Radio,254641,0.7644907621252742
Delorme S.A.,Marchal,Social Media,238500,0.6094765239221659
Delorme,Lebon,Radio,98276,0.27431293517461997
Breton S.A.R.L.,Mary-sur-Blot,Billboards,401622,0.6556795741242774
Fernandez S.A.,Brunet-les-Bains,Social Media,197853,0.21319931944640375
Faivre,Philippe,TV,154382,0.7294290641037954
Grégoire,Saint Hortensenec,Social Media,42698,0.5755915536392051
Delmas,Saint Astrid,Billboards,341342,0.13419817968847988
Le Roux S.A.S.,Saint NicolasBourg,Radio,292790,0.70568343185746
Launay,Laurent-sur-Legrand,TV,146108,0.16235503433781195
Bigot,Regnierboeuf,TV,175865,0.7137613632918134
Millet,Lecomtenec,Billboards,12544,0.1936435763042714
Durand,Hubert-sur-Verdier,TV,265591,0.31882358731316734
Da Silva SARL,Dupré,TV,394310,0.8574720838923071
Lombard,Hubert-sur-Chartier,Billboards,66634,0.5169006776819138
Petit,Collin,TV,168988,0.241566253063902
Berthelot Lemaire SARL,Georges,Billboards,264949,0.7152171388142466
Langlois,Maillot,Social Media,402035,0.5267741221225561
Chauvet,Imbert,Social Media,150947,0.33690033573714706
Menard Guibert et Fils,Jacob,Radio,248779,0.4743415190319057
Delmas,Le RouxVille,TV,42491,0.30089770362913104
Lefort SA,Roy,Radio,148426,0.46636150377818664
Devaux S.A.S.,Thierry,TV,310041,0.10825412454407762
Carpentier Texier SA,Pinto,Billboards,84226,0.45178039601465236
Moulin SARL,Gimenez,Billboards,266542,0.502937308355404
Gosselin,Sainte Catherinedan,Billboards,258517,0.7996227165058073
Hernandez,Sainte Augustin-sur-Mer,Social Media,12506,0.35982658888974606
Hamon,Gillet,Billboards,452337,0.7864614988611524
Leclerc Lévy S.A.S.,Saint Marc-la-Forêt,Social Media,203420,0.8863808365619028
Dupont,Saint Eugène,Billboards,76668,0.6406196655397834
Allain Moreau S.A.S.,Gaynec,Billboards,220200,0.5448913023157965
Barre Neveu SA,Lebreton,Billboards,36491,0.2708710776827903
Bruneau Mercier S.A.,Dubois,Billboards,224575,0.25096350684318464
Verdier et Fils,Samsonboeuf,TV,350991,0.5510778735347762
Leroy,Brunetdan,Billboards,114539,0.5212538396695922
Techer,Besson-sur-Mer,Radio,470993,0.7427561967075603
Collin S.A.R.L.,Gillesnec,Social Media,267370,0.4744781218496289
Martin Da Costa S.A.S.,Saint Christellenec,TV,134787,0.5451235118372908
Tanguy et Fils,Marieboeuf,Social Media,95913,0.3012440343566487
Fernandez Brunel SA,Besnard,Radio,407234,0.7843697132538487
Clerc S.A.R.L.,Jacques-sur-Foucher,Billboards,173901,0.32258357539583626
Barre,Gillet,TV,334038,0.4279270282227293
Jacob,Carre,TV,44664,0.617651252811507
Lopez Hamel et Fils,Légerdan,TV,362291,0.6025246484153948
Martel Lefebvre SARL,Pottier,Billboards,256347,0.5413024691572756
Philippe,Philippe,Social Media,153574,0.21372437335740432
Wagner,Sainte Jeanboeuf,TV,136893,0.1806822331506518
Klein et Fils,Fabre,Social Media,194877,0.25294857322049485
Chauveau S.A.R.L.,Michel,TV,61215,0.41836216832681083
Gomez,Sainte Marysedan,Billboards,158815,0.4225146031617898
Evrard,RobertVille,Social Media,354788,0.7051974529017823
Thierry,Barbier-sur-Weiss,Billboards,238536,0.39242810593650157
Lucas,Saint Matthieu-les-Bains,TV,76746,0.6952644993701874
Vasseur S.A.,Sainte Benjaminnec,Radio,293998,0.6819095194592547
Pruvost S.A.S.,DuhamelBourg,TV,225740,0.5100901755949131
Marin Fabre SA,Olivier,Social Media,331497,0.6964741995818797
Lemoine Colas S.A.,Couturier,Radio,391086,0.161850084292176
Delannoy,Payet-les-Bains,Billboards,323678,0.6076027088639518
Ferreira,Sainte Michelle,Radio,466139,0.4067594704969113
Étienne,Saint Roger,Radio,230164,0.7260479987813048
Bertrand,Bourdon-sur-Mer,Billboards,171928,0.2658355475924312
Barbe,Charles,TV,344630,0.8744495522251204
Perrier Poirier S.A.S.,Lucas,Radio,412277,0.593499037614935
Gomes S.A.S.,Fernandezboeuf,Social Media,211400,0.5834106905686588
Gosselin,Dupuis,Social Media,176049,0.23970753744205223
Mace SARL,Adamboeuf,TV,52496,0.8051107723943948
Boulanger Jourdan SA,Mahe-sur-Martinez,Social Media,475803,0.8778209398608681
Ribeiro,Bègue-les-Bains,Radio,112946,0.4007247800402659
Henry et Fils,Hameldan,Billboards,374017,0.5205682283667773
Marion SARL,Carrenec,Radio,402562,0.5515051408664259
Gosselin Chrétien S.A.S.,Vallée,Billboards,369749,0.755157184853258
Alexandre,Michaud-les-Bains,Billboards,139110,0.7558506592282096
Thierry,Didier,Billboards,486906,0.7546007597522316
Lagarde S.A.,Mathieu,TV,426960,0.17842117574175698
Vincent S.A.R.L.,Mercierdan,Billboards,305991,0.41539899776753064
Besnard Gomes S.A.R.L.,Da Silva-sur-Mer,TV,204288,0.1523101355307694
Olivier,Regnier-sur-Joubert,Radio,53077,0.6804784463098781
Rey Richard S.A.R.L.,Bernierdan,Radio,127892,0.8992603511814824
Michaud Aubry SARL,Bouchet-sur-Berger,TV,308075,0.8751439477957337
Fabre Techer S.A.R.L.,SimonVille,TV,490684,0.6302025125931183
Fischer et Fils,Ferranddan,TV,305130,0.1679820546567985
Berthelot S.A.S.,Rocher,TV,367252,0.4358061804274449
Baudry,Piresdan,Social Media,399437,0.28351132589542083
Descamps Pascal SA,Saint Henriette-la-Forêt,Billboards,49395,0.1894035207741844
Besson Blanc SA,Saint Marianne,Billboards,478148,0.3463555194574742
Martel et Fils,Costa,TV,347383,0.1488756619570335
Simon S.A.S.,LetellierVille,Billboards,55697,0.3227698698561941
Lacombe SA,Robin-sur-Mer,Social Media,105275,0.5170024202134756
Bègue,Potier,TV,92108,0.33389181412740243
Pierre Guillon S.A.S.,Delattre,Billboards,93847,0.3637528823700368
Labbé,Fontaine,Billboards,85474,0.7164847175200489
Garcia S.A.,Raynaud-sur-Andre,Billboards,138632,0.5064096333156605
Klein Marin S.A.S.,Durand,TV,383306,0.46516677513937266
Bousquet,Sainte AlexandriaVille,Radio,132137,0.12396212043566167
Sanchez,Reynec,TV,95440,0.29274834087212176
Legros SA,Delattre,Social Media,256090,0.16547631075392538
Philippe Henry S.A.,Legendre-sur-Jacquot,TV,358980,0.540583156798758
Renault,Allard-la-Forêt,Billboards,43814,0.626643668275612
Blondel,Caron,Radio,272623,0.40220502350800647
Mace,Seguin,Billboards,436859,0.2213545846554501
Gauthier,Jacobdan,TV,332040,0.7287960730219678
Colas Gilles SA,Roger,Radio,229380,0.49361970224959995
Mace,Schmitt,Radio,46840,0.4719501263589362
Caron,Rivière,Billboards,380233,0.8586744747333719
Michel SA,Payet,Billboards,427405,0.7512672249740775
Bonneau,Sainte Lucie,TV,45806,0.25594762517460207
Leroy,Vallée-sur-Lebon,Radio,133903,0.32689238106394447
Couturier,Saint Sébastiendan,Radio,408907,0.6418714758918839
Guilbert,Gaudindan,Radio,428320,0.38163703943830896
Michaud,Lecomte,Social Media,477897,0.32997348608946875
Becker,LeducBourg,Radio,373696,0.5270470697832329
Lelièvre SARL,Sainte Louis,Billboards,334925,0.36083820321857163
Joly,LefortBourg,Billboards,70053,0.37686325654147945
Coulon,PetitjeanBourg,Billboards,238109,0.3496823551445809
Hebert,Clément,Radio,365728,0.2489892598469437
Hamel Fontaine et Fils,Charrier,Social Media,401195,0.110356157023283
Schmitt SA,Leconte,Radio,337844,0.2920519595079972
Ruiz,Julien,TV,185926,0.1481300760791191
Maillot Lelièvre SARL,Saint Thomasnec,Radio,234386,0.46786096721503323
Mary Coulon SA,Didier-sur-Mer,TV,46315,0.17894111716806346
Ruiz S.A.R.L.,Labbé,Social Media,403872,0.7059253476501428
Brunel Boutin et Fils,FouquetVille,TV,419877,0.510697799868765
Carpentier SA,Saint Alexandre,Billboards,46460,0.5256342489269566
Maréchal Grenier S.A.S.,Fabre,Social Media,95645,0.4291363855202429
Hoareau Fouquet S.A.,Bodin,TV,464442,0.6587995269785261
Prévost Maréchal S.A.,Sainte Susanboeuf,TV,301677,0.1719669770477143
Nicolas SARL,Lagarde,Billboards,235000,0.7303493336017591
Perrier,Saint Simone,Radio,198076,0.32816893421397086
Wagner Berger SARL,Charlesboeuf,Radio,451078,0.41607143424652426
Thomas,Rivièredan,Billboards,455324,0.12174350178056398
Grenier,Guilbert,Radio,24438,0.6637435244664492
Langlois,PottierVille,TV,338612,0.6520449352074527
Verdier,Sainte Monique,Billboards,400302,0.4131741496271659
Denis,Bigot-les-Bains,Billboards,374464,0.281559715407101
Lecomte S.A.R.L.,Chevallier-sur-Laporte,Billboards,37107,0.48105354816963386
Lemoine,Sainte Agnès,Billboards,435181,0.44264806975321835
Gauthier,Julien-sur-Navarro,Social Media,31930,0.7302171025542202
Legendre S.A.,Bailly,Billboards,475157,0.26670483056732963
Boyer,Devaux,Billboards,73842,0.7314890538060308
Carre S.A.R.L.,OlivierVille,Social Media,464711,0.5417934622891174
François SARL,Gillet,Radio,425610,0.7538133492361514
Leroux,Langlois,Radio,368394,0.7892828304555938
Aubert,Sainte LucVille,Billboards,127483,0.8322448323001276
Pierre Gauthier S.A.,Olivier,Billboards,398647,0.5395763759224174
Michaud,Saint Cécile,TV,95139,0.5349931254650501
Potier et Fils,Gaudin,TV,271736,0.2131922487845948
Le Goff Jean SA,Lelièvre,Radio,284022,0.7118917670356633
De Oliveira S.A.R.L.,Sainte Élodie,Social Media,378768,0.6871920857030175
Martinez S.A.R.L.,Maillot,Billboards,72237,0.5069830581388188
Charles,Normand,TV,499108,0.21609360711270487
Deschamps,Albert,Radio,384416,0.8506895075932891
Brunet Hamon S.A.S.,Sainte DeniseBourg,Radio,388557,0.6981984064488538
Le Gall Guérin S.A.R.L.,Perrin-sur-Baron,Billboards,233211,0.5219785920791299
Morvan,Sainte Auguste-les-Bains,Billboards,289265,0.43388349701411844
Poulain Gallet S.A.R.L.,VidalBourg,TV,178168,0.3503071915493927
Delorme SARL,NormandBourg,Social Media,410670,0.5549398238283539
Bègue SA,Langlois-sur-Ribeiro,Social Media,14928,0.27044021777468724
Bertin,Sainte XavierBourg,Billboards,375424,0.8022936437803428
Fontaine S.A.S.,Valette,Billboards,151233,0.6572243612955004
Carpentier,Le Roux,Billboards,339138,0.44141121614029666
Rossi Picard S.A.R.L.,Voisin-sur-Weber,Radio,111496,0.37317312456896556
Leleu Léger SA,Morel,Radio,375444,0.5177614821034863
Guillet,Neveuboeuf,Social Media,313632,0.18678088776827906
Roger,Rey-sur-Mer,Billboards,418310,0.7773913598793527
Riou S.A.,Fernandes-sur-Rodrigues,Social Media,142751,0.19787166282097451
Rodrigues,Bonnetnec,TV,365632,0.18377677024607159
Carre SARL,Hamon,Radio,29576,0.7640232581981015
Barre,Guichard-les-Bains,TV,243425,0.45464331866969865
Munoz,Chevallier,Radio,226403,0.7947928099496293
François,Perrin-sur-Gomez,Social Media,156617,0.3255502767237145
Verdier S.A.,Dupont-sur-Potier,Radio,21753,0.5754847250422903
Dos Santos Dupont SA,Pages,Billboards,110008,0.6250289706893143
Voisin,Paris-la-Forêt,Social Media,362448,0.877431228465049
